pp,REPORT_DATE,CONTRACT_ID,DAY_PAST_DUE,DPD_GROUP,AMT_PRINCIPAL
5016,2022-12-31,LOAN_1780841374,0,0 days,49518.0
5017,2022-12-31,LOAN_1780841352,0,0 days,91344.0
5018,2022-12-31,LOAN_1780585880,0,0 days,82250.0
5019,2022-12-31,LOAN_1780324267,0,0 days,39387.0
5020,2022-12-31,LOAN_1780847351,0,0 days,183037.0
5021,2022-12-31,LOAN_1780585342,0,0 days,115846.0
5022,2022-12-31,LOAN_1780576862,0,0 days,60400.0
5023,2022-12-31,LOAN_1781079287,0,0 days,56764.0
5024,2022-12-31,LOAN_1780329804,0,0 days,83757.0
5025,2022-12-31,LOAN_1780579434,0,0 days,82250.0
5026,2022-12-31,LOAN_1741908956,0,0 days,109945.0
5027,2022-12-31,LOAN_1780851954,0,0 days,67482.0
5028,2022-12-31,LOAN_1781088011,0,0 days,86884.0
5029,2022-12-31,LOAN_1780579586,33,31 - 60,159788.0
5030,2022-12-31,LOAN_1780845975,26,1 - 30,240671.0
5031,2022-12-31,LOAN_1780328691,0,0 days,91518.0
5032,2022-12-31,LOAN_1780841832,0,0 days,145263.0
5033,2022-12-31,LOAN_1780583059,0,0 days,231692.0
5034,2022-12-31,LOAN_1780852131,0,0 days,166096.0
5035,2022-12-31,LOAN_1780845364,0,0 days,231692.0
5036,2022-12-31,LOAN_1780575815,0,0 days,115846.0
5037,2022-12-31,LOAN_1780578392,0,0 days,38229.0
5038,2022-12-31,LOAN_1781083299,0,0 days,173769.0
5039,2022-12-31,LOAN_1781089793,0,0 days,245441.0
5040,2022-12-31,LOAN_1781087635,0,0 days,65610.0
5041,2022-12-31,LOAN_1780318147,0,0 days,173769.0
5042,2022-12-31,LOAN_1780320952,0,0 days,185354.0
5043,2022-12-31,LOAN_1780578015,0,0 days,173769.0
5044,2022-12-31,LOAN_1780842038,0,0 days,82250.0
5045,2022-12-31,LOAN_1780318232,0,0 days,90150.0
5046,2022-12-31,LOAN_1780576611,0,0 days,88043.0
5047,2022-12-31,LOAN_1780322755,0,0 days,79934.0
5048,2022-12-31,LOAN_1780325153,0,0 days,82250.0
5049,2022-12-31,LOAN_1780844339,0,0 days,32437.0
5050,2022-12-31,LOAN_1781081385,0,0 days,231691.0
5051,2022-12-31,LOAN_1781088945,0,0 days,115846.0
5052,2022-12-31,LOAN_1780574374,0,0 days,133407.0
5053,2022-12-31,LOAN_1780575303,0,0 days,47497.0
5054,2022-12-31,LOAN_1780323704,0,0 days,45180.0
5055,2022-12-31,LOAN_1780844198,7,1 - 30,143948.0
5056,2022-12-31,LOAN_1780578538,0,0 days,40546.0
5057,2022-12-31,LOAN_1780581143,0,0 days,60623.0
5058,2022-12-31,LOAN_1780318160,0,0 days,127431.0
5059,2022-12-31,LOAN_1780840495,0,0 days,103103.0
5060,2022-12-31,LOAN_1780319740,0,0 days,231692.0
5061,2022-12-31,LOAN_1780328133,0,0 days,115846.0
5062,2022-12-31,LOAN_1780582284,0,0 days,231692.0
5063,2022-12-31,LOAN_1780853273,0,0 days,122923.0
5064,2022-12-31,LOAN_1780320577,0,0 days,146965.0
5065,2022-12-31,LOAN_1780843047,0,0 days,59306.0
5066,2022-12-31,LOAN_1780582485,0,0 days,162184.0
5067,2022-12-31,LOAN_1780329824,0,0 days,115846.0
5068,2022-12-31,LOAN_1780319993,0,0 days,104261.0
5069,2022-12-31,LOAN_1780841390,0,0 days,30680.0
5070,2022-12-31,LOAN_1780855936,0,0 days,78132.0
5071,2022-12-31,LOAN_1780846478,0,0 days,115846.0
5072,2022-12-31,LOAN_1781082512,0,0 days,55606.0
5073,2022-12-31,LOAN_1781094879,0,0 days,57923.0
5074,2022-12-31,LOAN_1780326598,0,0 days,105420.0
5075,2022-12-31,LOAN_1780583369,8,1 - 30,40639.0
5076,2022-12-31,LOAN_1780323344,0,0 days,122797.0
5077,2022-12-31,LOAN_1780853137,0,0 days,82250.0
5078,2022-12-31,LOAN_1780848084,0,0 days,139015.0
5079,2022-12-31,LOAN_1780326133,0,0 days,137857.0
5080,2022-12-31,LOAN_1780848549,0,0 days,83879.0
5081,2022-12-31,LOAN_1749606383,0,0 days,45142.0
5082,2022-12-31,LOAN_1780584254,0,0 days,231692.0
5083,2022-12-31,LOAN_1781079103,6,1 - 30,64894.0
5084,2022-12-31,LOAN_1780316647,0,0 days,177244.0
5085,2022-12-31,LOAN_1780324083,0,0 days,82250.0
5086,2022-12-31,LOAN_1780326341,0,0 days,152482.0
5087,2022-12-31,LOAN_1780856376,0,0 days,61398.0
5088,2022-12-31,LOAN_1780328199,9,1 - 30,94392.0
5089,2022-12-31,LOAN_1780575214,0,0 days,48655.0
5090,2022-12-31,LOAN_1781082301,0,0 days,136488.0
5091,2022-12-31,LOAN_1780846828,0,0 days,77642.0
5092,2022-12-31,LOAN_1781085751,0,0 days,218949.0
5093,2022-12-31,LOAN_1780573334,0,0 days,173769.0
5094,2022-12-31,LOAN_1781079923,0,0 days,231692.0
5095,2022-12-31,LOAN_1780585798,0,0 days,177244.0
5096,2022-12-31,LOAN_1780580049,0,0 days,231692.0
5097,2022-12-31,LOAN_1780325705,0,0 days,231692.0
5098,2022-12-31,LOAN_1780329270,70,61 - 90,113671.0
5099,2022-12-31,LOAN_1780323879,0,0 days,208523.0
5100,2022-12-31,LOAN_1780580934,0,0 days,113529.0
5101,2022-12-31,LOAN_1781092891,0,0 days,82250.0
5102,2022-12-31,LOAN_1781091475,0,0 days,139015.0
5103,2022-12-31,LOAN_1780317858,0,0 days,50972.0
5104,2022-12-31,LOAN_1780320477,0,0 days,115846.0
5105,2022-12-31,LOAN_1780846689,0,0 days,64248.0
5106,2022-12-31,LOAN_1780851329,0,0 days,251926.0
5107,2022-12-31,LOAN_1780847340,0,0 days,177244.0
5108,2022-12-31,LOAN_1780849596,7,1 - 30,18209.0
5109,2022-12-31,LOAN_1780848251,0,0 days,231692.0
5110,2022-12-31,LOAN_1780329447,4,1 - 30,75714.0
5111,2022-12-31,LOAN_1780325732,0,0 days,152917.0
5112,2022-12-31,LOAN_1781083141,0,0 days,240208.0
5113,2022-12-31,LOAN_1780849842,0,0 days,82250.0
5114,2022-12-31,LOAN_1780574441,0,0 days,37071.0
5115,2022-12-31,LOAN_1780851562,0,0 days,144807.0
5116,2022-12-31,LOAN_1780845874,0,0 days,37071.0
5117,2022-12-31,LOAN_1780321579,0,0 days,218949.0
5118,2022-12-31,LOAN_1780845269,0,0 days,67656.0
5119,2022-12-31,LOAN_1780853466,0,0 days,208523.0
5120,2022-12-31,LOAN_1780322400,0,0 days,34131.0
5121,2022-12-31,LOAN_1746372125,0,0 days,46811.0
5122,2022-12-31,LOAN_1780322865,0,0 days,70666.0
5123,2022-12-31,LOAN_1780329689,70,61 - 90,61114.0
5124,2022-12-31,LOAN_1780581434,0,0 days,179561.0
5125,2022-12-31,LOAN_1780326282,0,0 days,47204.0
5126,2022-12-31,LOAN_1780573506,0,0 days,245423.0
5127,2022-12-31,LOAN_1781084279,0,0 days,208523.0
5128,2022-12-31,LOAN_1780856403,0,0 days,132064.0
5129,2022-12-31,LOAN_1780317203,0,0 days,103103.0
5130,2022-12-31,LOAN_1781085816,0,0 days,95452.0
5131,2022-12-31,LOAN_1780580956,0,0 days,121638.0
5132,2022-12-31,LOAN_1780846291,0,0 days,208523.0
5133,2022-12-31,LOAN_1780852190,0,0 days,108895.0
5134,2022-12-31,LOAN_1780851799,0,0 days,172611.0
5135,2022-12-31,LOAN_1751096148,0,0 days,89671.0
5136,2022-12-31,LOAN_1780325575,0,0 days,63715.0
5137,2022-12-31,LOAN_1780581802,0,0 days,185354.0
5138,2022-12-31,LOAN_1780579408,69,61 - 90,86781.0
5139,2022-12-31,LOAN_1780315717,0,0 days,145082.0
5140,2022-12-31,LOAN_1780856405,0,0 days,69507.0
5141,2022-12-31,LOAN_1780855411,0,0 days,115846.0
5142,2022-12-31,LOAN_1780842770,0,0 days,79934.0
5143,2022-12-31,LOAN_1780322630,0,0 days,143130.0
5144,2022-12-31,LOAN_1780576515,0,0 days,166818.0
5145,2022-12-31,LOAN_1780318727,0,0 days,26644.0
5146,2022-12-31,LOAN_1780327933,0,0 days,196938.0
5147,2022-12-31,LOAN_1780584379,0,0 days,33595.0
5148,2022-12-31,LOAN_1780328527,0,0 days,192671.0
5149,2022-12-31,LOAN_1780584655,8,1 - 30,240208.0
5150,2022-12-31,LOAN_1780325652,0,0 days,183037.0
5151,2022-12-31,LOAN_1780322150,0,0 days,57923.0
5152,2022-12-31,LOAN_1780846436,0,0 days,270637.0
5153,2022-12-31,LOAN_1780852177,0,0 days,112250.0
5154,2022-12-31,LOAN_1780315482,0,0 days,140543.0
5155,2022-12-31,LOAN_1781084736,0,0 days,147124.0
5156,2022-12-31,LOAN_1748273125,0,0 days,77652.0
5157,2022-12-31,LOAN_1780582483,8,1 - 30,129789.0
5158,2022-12-31,LOAN_1780843843,0,0 days,50933.0
5159,2022-12-31,LOAN_1781094765,0,0 days,99627.0
5160,2022-12-31,LOAN_1780323437,0,0 days,74141.0
5161,2022-12-31,LOAN_1780319368,0,0 days,208523.0
5162,2022-12-31,LOAN_1780843469,0,0 days,202730.0
5163,2022-12-31,LOAN_1781078983,0,0 days,118329.0
5164,2022-12-31,LOAN_1780322258,0,0 days,96152.0
5165,2022-12-31,LOAN_1781087463,0,0 days,57923.0
5166,2022-12-31,LOAN_1781095095,0,0 days,115845.0
5167,2022-12-31,LOAN_1780838498,0,0 days,110890.0
5168,2022-12-31,LOAN_1780328084,0,0 days,198765.0
5169,2022-12-31,LOAN_1780322456,0,0 days,115846.0
5170,2022-12-31,LOAN_1780855241,0,0 days,49244.0
5171,2022-12-31,LOAN_1780317731,0,0 days,198148.0
5172,2022-12-31,LOAN_1780844582,7,1 - 30,29497.0
5173,2022-12-31,LOAN_1780316600,0,0 days,139015.0
5174,2022-12-31,LOAN_1780577360,0,0 days,145673.0
5175,2022-12-31,LOAN_1780577293,0,0 days,54447.0
5176,2022-12-31,LOAN_1780329358,0,0 days,212016.0
5177,2022-12-31,LOAN_1780321793,9,1 - 30,241624.0
5178,2022-12-31,LOAN_1780584526,8,1 - 30,200191.0
5179,2022-12-31,LOAN_1780575975,0,0 days,82250.0
5180,2022-12-31,LOAN_1780320465,0,0 days,82250.0
5181,2022-12-31,LOAN_1746617125,0,0 days,53014.0
5182,2022-12-31,LOAN_1780326748,0,0 days,81092.0
5183,2022-12-31,LOAN_1780323415,0,0 days,115846.0
5184,2022-12-31,LOAN_1780854720,0,0 days,57923.0
5185,2022-12-31,LOAN_1780322910,0,0 days,188829.0
5186,2022-12-31,LOAN_1780843410,0,0 days,185354.0
5187,2022-12-31,LOAN_1780323590,0,0 days,178913.0
5188,2022-12-31,LOAN_1780578317,0,0 days,81092.0
5189,2022-12-31,LOAN_1780329499,0,0 days,28961.0
5190,2022-12-31,LOAN_1780327567,0,0 days,150600.0
5191,2022-12-31,LOAN_1780852059,0,0 days,132538.0
5192,2022-12-31,LOAN_1778108125,0,0 days,229802.0
5193,2022-12-31,LOAN_1780329857,0,0 days,208752.0
5194,2022-12-31,LOAN_1780583789,0,0 days,208523.0
5195,2022-12-31,LOAN_1780322140,0,0 days,37071.0
5196,2022-12-31,LOAN_1780324764,0,0 days,152917.0
5197,2022-12-31,LOAN_1780855719,0,0 days,70666.0
5198,2022-12-31,LOAN_1780583439,0,0 days,68349.0
5199,2022-12-31,LOAN_1751792125,0,0 days,136711.0
5200,2022-12-31,LOAN_1781092534,0,0 days,74141.0
5201,2022-12-31,LOAN_1780328429,0,0 days,33595.0
5202,2022-12-31,LOAN_1780845609,0,0 days,57923.0
5203,2022-12-31,LOAN_1780846655,0,0 days,186512.0
5204,2022-12-31,LOAN_1780855736,0,0 days,115846.0
5205,2022-12-31,LOAN_1780329116,100,91 - 120,168265.0
5206,2022-12-31,LOAN_1780320848,0,0 days,231692.0
5207,2022-12-31,LOAN_1780325429,0,0 days,133223.0
5208,2022-12-31,LOAN_1780322087,0,0 days,127430.0
5209,2022-12-31,LOAN_1780326238,0,0 days,149441.0
5210,2022-12-31,LOAN_1781092043,0,0 days,84567.0
5211,2022-12-31,LOAN_1781093782,0,0 days,149441.0
5212,2022-12-31,LOAN_1780843140,0,0 days,169229.0
5213,2022-12-31,LOAN_1780840950,0,0 days,155106.0
5214,2022-12-31,LOAN_1780846996,0,0 days,220107.0
5215,2022-12-31,LOAN_1780854636,0,0 days,217637.0
5216,2022-12-31,LOAN_1780324074,0,0 days,81092.0
5217,2022-12-31,LOAN_1782143125,0,0 days,165658.0
5218,2022-12-31,LOAN_1780577278,0,0 days,115846.0
5219,2022-12-31,LOAN_1780573490,0,0 days,121638.0
5220,2022-12-31,LOAN_1744896153,0,0 days,132326.0
5221,2022-12-31,LOAN_1780572074,0,0 days,156392.0
5222,2022-12-31,LOAN_1780327357,0,0 days,78775.0
5223,2022-12-31,LOAN_1780843245,0,0 days,129237.0
5224,2022-12-31,LOAN_1780855348,0,0 days,115846.0
5225,2022-12-31,LOAN_1780323497,0,0 days,67855.0
5226,2023-03-31,LOAN_1781087498,0,0 days,26583.0
5227,2022-12-31,LOAN_1781087498,0,0 days,29617.0
5228,2023-12-31,LOAN_2104482125,0,0 days,214905.0
5229,2023-09-30,LOAN_2104482125,0,0 days,241328.0
5230,2023-03-31,LOAN_1578159555,0,0 days,234609.0
5231,2023-12-31,LOAN_1578159555,0,0 days,138207.0
5232,2023-06-30,LOAN_1578159555,0,0 days,203959.0
5233,2023-09-30,LOAN_1578159555,0,0 days,172008.0
5234,2022-12-31,LOAN_1578159555,0,0 days,264061.0
5235,2023-03-31,LOAN_1578173593,0,0 days,323581.0
5236,2023-03-31,LOAN_1549908996,0,0 days,90803.0
5237,2023-03-31,LOAN_1589288125,0,0 days,263176.0
5238,2023-03-31,LOAN_1578162131,0,0 days,373185.0
5239,2023-03-31,LOAN_1583908766,0,0 days,84748.0
5240,2023-12-31,LOAN_1589288125,0,0 days,203711.0
5241,2023-12-31,LOAN_1578171234,0,0 days,155516.0
5242,2023-12-31,LOAN_1549908996,0,0 days,67651.0
5243,2023-12-31,LOAN_1578173593,0,0 days,247469.0
5244,2023-12-31,LOAN_1578160734,0,0 days,406078.0
5245,2023-09-30,LOAN_1578160391,0,0 days,549240.0
5246,2023-09-30,LOAN_1578171234,0,0 days,172208.0
5247,2023-09-30,LOAN_1578160734,0,0 days,445524.0
5248,2023-06-30,LOAN_1578171234,0,0 days,188092.0
5249,2023-06-30,LOAN_1578160734,0,0 days,483047.0
5250,2023-06-30,LOAN_1578173593,0,0 days,299381.0
5251,2023-06-30,LOAN_1583908766,0,0 days,78663.0
5252,2023-06-30,LOAN_1589288125,0,0 days,244271.0
5253,2023-06-30,LOAN_1578160391,0,0 days,581321.0
5254,2023-06-30,LOAN_1549908996,0,0 days,83441.0
5255,2023-03-31,LOAN_1578160391,0,0 days,611988.0
5256,2023-03-31,LOAN_1578171234,0,0 days,203278.0
5257,2023-03-31,LOAN_1578160734,0,0 days,518916.0
5258,2023-09-30,LOAN_1578173593,0,0 days,274068.0
5259,2023-09-30,LOAN_1549908996,0,0 days,75740.0
5260,2023-09-30,LOAN_1583908766,0,0 days,70760.0
5261,2023-09-30,LOAN_1589288125,0,0 days,224496.0
5262,2023-12-31,LOAN_1578160391,0,0 days,515431.0
5263,2022-12-31,LOAN_1589288125,0,0 days,281501.0
5264,2022-12-31,LOAN_1578162131,0,0 days,400223.0
5265,2022-12-31,LOAN_1583908766,0,0 days,90646.0
5266,2022-12-31,LOAN_1578160391,0,0 days,641887.0
5267,2022-12-31,LOAN_1578160734,0,0 days,553722.0
5268,2022-12-31,LOAN_1578173593,0,0 days,347025.0
5269,2022-12-31,LOAN_1549908996,0,0 days,97932.0
5270,2022-12-31,LOAN_1578171234,0,0 days,217990.0
5271,2023-03-31,LOAN_1789736145,0,0 days,478779.0
5272,2023-09-30,LOAN_1789736145,0,0 days,406222.0
5273,2023-06-30,LOAN_1790006403,0,0 days,722250.0
5274,2023-06-30,LOAN_1789736145,0,0 days,444507.0
5275,2023-03-31,LOAN_1790006403,0,0 days,765994.0
5276,2023-09-30,LOAN_1790006403,0,0 days,677850.0
5277,2023-12-31,LOAN_1789736145,0,0 days,371464.0
5278,2023-12-31,LOAN_1790006403,0,0 days,632682.0
5279,2022-12-31,LOAN_1789736145,0,0 days,536022.0
5280,2022-12-31,LOAN_1790006403,0,0 days,809339.0
5281,2023-03-31,LOAN_2007929586,0,0 days,256760.0
5282,2023-09-30,LOAN_1978213275,0,0 days,85383.0
5283,2023-06-30,LOAN_1978213275,0,0 days,87943.0
5284,2023-03-31,LOAN_1978213275,0,0 days,90341.0
5285,2023-12-31,LOAN_1978213275,0,0 days,82593.0
5286,2023-03-31,LOAN_1935556148,0,0 days,43086.0
5287,2022-12-31,LOAN_1935556148,0,0 days,44540.0
5288,2023-09-30,LOAN_1945401125,5,1 - 30,936319.0
5289,2023-06-30,LOAN_1945401125,0,0 days,936319.0
5290,2023-03-31,LOAN_1945401125,0,0 days,936319.0
5291,2023-12-31,LOAN_1945401125,6,1 - 30,916113.0
5292,2022-12-31,LOAN_1945401125,0,0 days,947110.0
5293,2023-03-31,LOAN_1724956153,0,0 days,434815.0
5294,2023-03-31,LOAN_1734909310,0,0 days,155688.0
5295,2023-03-31,LOAN_1734128125,0,0 days,150901.0
5296,2023-03-31,LOAN_1734908940,0,0 days,157440.0
5297,2023-03-31,LOAN_1734006392,0,0 days,263143.0
5298,2023-03-31,LOAN_1734909283,0,0 days,134142.0
5299,2023-03-31,LOAN_1735653125,0,0 days,140841.0
5300,2023-12-31,LOAN_1734908940,0,0 days,64793.0
5301,2023-12-31,LOAN_1734909310,0,0 days,64063.0
5302,2023-12-31,LOAN_1726460125,0,0 days,34699.0
5303,2023-12-31,LOAN_1734909283,0,0 days,54410.0
5304,2023-09-30,LOAN_1735653125,0,0 days,86148.0
5305,2023-09-30,LOAN_1724956153,0,0 days,244320.0
5306,2023-09-30,LOAN_1729706431,0,0 days,20731.0
5307,2023-09-30,LOAN_1734909283,0,0 days,80828.0
5308,2023-09-30,LOAN_1735850125,0,0 days,76918.0
5309,2023-06-30,LOAN_1731306374,0,0 days,315472.0
5310,2023-06-30,LOAN_1724956153,0,0 days,341661.0
5311,2023-06-30,LOAN_1735653125,0,0 days,113767.0
5312,2023-06-30,LOAN_1729706431,0,0 days,28231.0
5313,2023-06-30,LOAN_1735850125,0,0 days,101578.0
5314,2023-06-30,LOAN_1734909310,0,0 days,125757.0
5315,2023-06-30,LOAN_1734909283,0,0 days,107969.0
5316,2023-06-30,LOAN_1726460125,0,0 days,85186.0
5317,2023-06-30,LOAN_1734908940,0,0 days,127175.0
5318,2023-03-31,LOAN_1731306374,0,0 days,372078.0
5319,2023-03-31,LOAN_1729706431,0,0 days,35582.0
5320,2023-03-31,LOAN_1735850125,0,0 days,125751.0
5321,2023-03-31,LOAN_1726460125,0,0 days,109681.0
5322,2023-09-30,LOAN_1734908940,0,0 days,96302.0
5323,2023-09-30,LOAN_1734909310,0,0 days,95224.0
5324,2023-09-30,LOAN_1726460125,0,0 days,60197.0
5325,2023-09-30,LOAN_1731306374,0,0 days,257725.0
5326,2023-12-31,LOAN_1724956153,0,0 days,142536.0
5327,2023-12-31,LOAN_1731306374,0,0 days,198775.0
5328,2023-12-31,LOAN_1729706431,0,0 days,13077.0
5329,2022-12-31,LOAN_1729706431,0,0 days,42805.0
5330,2022-12-31,LOAN_1726460125,0,0 days,133747.0
5331,2022-12-31,LOAN_1735653125,0,0 days,167444.0
5332,2022-12-31,LOAN_1734908940,0,0 days,187179.0
5333,2022-12-31,LOAN_1734909310,0,0 days,185098.0
5334,2022-12-31,LOAN_1724956153,0,0 days,524388.0
5335,2022-12-31,LOAN_1735850125,0,0 days,149504.0
5336,2022-12-31,LOAN_1734006392,0,0 days,312164.0
5337,2022-12-31,LOAN_1734128125,0,0 days,179405.0
5338,2022-12-31,LOAN_1734909283,0,0 days,160410.0
5339,2022-12-31,LOAN_1731306374,0,0 days,427734.0
5340,2023-03-31,LOAN_1739476150,0,0 days,156708.0
5341,2022-12-31,LOAN_1739476150,0,0 days,167302.0
5342,2023-03-31,LOAN_1578155188,0,0 days,65574.0
5343,2023-03-31,LOAN_1544590125,17,1 - 30,53221.0
5344,2023-03-31,LOAN_1578162559,0,0 days,10473.0
5345,2023-03-31,LOAN_1532111125,0,0 days,55020.0
5346,2023-03-31,LOAN_1579908504,0,0 days,31822.0
5347,2023-03-31,LOAN_1581286150,0,0 days,48171.0
5348,2023-03-31,LOAN_1534006377,0,0 days,55860.0
5349,2023-03-31,LOAN_1578166336,0,0 days,57354.0
5350,2023-03-31,LOAN_1507906427,0,0 days,22650.0
5351,2023-03-31,LOAN_1578156081,0,0 days,120790.0
5352,2023-03-31,LOAN_1578165494,0,0 days,6310.0
5353,2023-03-31,LOAN_1578159419,0,0 days,29899.0
5354,2023-03-31,LOAN_1507908700,0,0 days,61806.0
5355,2023-03-31,LOAN_1578165155,0,0 days,40501.0
5356,2023-12-31,LOAN_1578156081,0,0 days,83699.0
5357,2023-09-30,LOAN_1578155188,0,0 days,17134.0
5358,2023-09-30,LOAN_1578155796,0,0 days,10650.0
5359,2023-09-30,LOAN_1578156081,0,0 days,98885.0
5360,2023-09-30,LOAN_1550750125,0,0 days,7524.0
5361,2023-09-30,LOAN_1578168540,0,0 days,18352.0
5362,2023-09-30,LOAN_1578167778,0,0 days,11111.0
5363,2023-09-30,LOAN_1579908504,0,0 days,8314.0
5364,2023-09-30,LOAN_1581286150,0,0 days,12549.0
5365,2023-09-30,LOAN_1585206384,0,0 days,26149.0
5366,2023-06-30,LOAN_1578169121,0,0 days,64404.0
5367,2023-06-30,LOAN_1578160101,0,0 days,22975.0
5368,2023-06-30,LOAN_1585206384,0,0 days,51289.0
5369,2023-06-30,LOAN_1578161563,1,1 - 30,32667.0
5370,2023-06-30,LOAN_1550750125,0,0 days,29723.0
5371,2023-06-30,LOAN_1581286150,0,0 days,30782.0
5372,2023-06-30,LOAN_1578155796,0,0 days,32204.0
5373,2023-06-30,LOAN_1578165155,0,0 days,25897.0
5374,2023-06-30,LOAN_1534006377,0,0 days,22833.0
5375,2023-06-30,LOAN_1578167778,0,0 days,26985.0
5376,2023-06-30,LOAN_1583908470,0,0 days,36440.0
5377,2023-06-30,LOAN_1578156081,0,0 days,113326.0
5378,2023-06-30,LOAN_1507908700,0,0 days,15990.0
5379,2023-06-30,LOAN_1579908504,0,0 days,20347.0
5380,2023-06-30,LOAN_1578158096,0,0 days,12199.0
5381,2023-06-30,LOAN_1578161803,0,0 days,10062.0
5382,2023-06-30,LOAN_1578166336,0,0 days,36673.0
5383,2023-06-30,LOAN_1578155188,0,0 days,41928.0
5384,2023-06-30,LOAN_1578168540,0,0 days,35897.0
5385,2023-06-30,LOAN_1532111125,0,0 days,22490.0
5386,2023-06-30,LOAN_1578173144,40,31 - 60,132990.0
5387,2023-06-30,LOAN_1578159419,0,0 days,19102.0
5388,2023-03-31,LOAN_1578161563,0,0 days,42921.0
5389,2023-03-31,LOAN_1578162430,0,0 days,82950.0
5390,2023-03-31,LOAN_1578155796,0,0 days,59789.0
5391,2023-03-31,LOAN_1578169121,0,0 days,100479.0
5392,2023-03-31,LOAN_1578173144,10,1 - 30,163913.0
5393,2023-03-31,LOAN_1578168540,0,0 days,52629.0
5394,2023-03-31,LOAN_1578160101,0,0 days,35915.0
5395,2023-03-31,LOAN_1578156539,0,0 days,96433.0
5396,2023-03-31,LOAN_1578167778,0,0 days,42139.0
5397,2023-03-31,LOAN_1583908651,0,0 days,64513.0
5398,2023-03-31,LOAN_1578161803,0,0 days,15731.0
5399,2023-03-31,LOAN_1578158096,0,0 days,19060.0
5400,2023-03-31,LOAN_1550750125,0,0 days,50893.0
5401,2023-03-31,LOAN_1583908470,0,0 days,53473.0
5402,2023-03-31,LOAN_1585206384,0,0 days,75265.0
5403,2023-09-30,LOAN_1578166336,0,0 days,14986.0
5404,2023-09-30,LOAN_1578158096,0,0 days,5016.0
5405,2023-09-30,LOAN_1578165155,0,0 days,10583.0
5406,2023-09-30,LOAN_1578159419,0,0 days,7781.0
5407,2023-09-30,LOAN_1578169121,0,0 days,26449.0
5408,2022-12-31,LOAN_1581286150,0,0 days,64813.0
5409,2022-12-31,LOAN_1578158096,0,0 days,25603.0
5410,2022-12-31,LOAN_1583908470,0,0 days,69776.0
5411,2022-12-31,LOAN_1532111125,0,0 days,86108.0
5412,2022-12-31,LOAN_1578166336,0,0 days,77141.0
5413,2022-12-31,LOAN_1578167778,0,0 days,56630.0
5414,2022-12-31,LOAN_1585206384,0,0 days,98212.0
5415,2022-12-31,LOAN_1578168540,0,0 days,68642.0
5416,2022-12-31,LOAN_1578159419,0,0 days,40228.0
5417,2022-12-31,LOAN_1578156081,0,0 days,134338.0
5418,2022-12-31,LOAN_1544590125,0,0 days,67340.0
5419,2022-12-31,LOAN_1578169121,0,0 days,135187.0
5420,2022-12-31,LOAN_1578161563,0,0 days,57751.0
5421,2022-12-31,LOAN_1578155796,0,0 days,86164.0
5422,2022-12-31,LOAN_1534006377,0,0 days,87422.0
5423,2022-12-31,LOAN_1507908526,0,0 days,14892.0
5424,2022-12-31,LOAN_1578156889,0,0 days,41504.0
5425,2022-12-31,LOAN_1578155188,0,0 days,88195.0
5426,2022-12-31,LOAN_1578165494,0,0 days,12935.0
5427,2022-12-31,LOAN_1579908504,0,0 days,42800.0
5428,2022-12-31,LOAN_1578165155,0,0 days,54474.0
5429,2022-12-31,LOAN_1507906427,0,0 days,44218.0
5430,2022-12-31,LOAN_1578156539,0,0 days,129700.0
5431,2022-12-31,LOAN_1507908700,0,0 days,105449.0
5432,2022-12-31,LOAN_1550750125,0,0 days,71140.0
5433,2022-12-31,LOAN_1578161803,0,0 days,21155.0
5434,2022-12-31,LOAN_1583908651,0,0 days,84182.0
5435,2022-12-31,LOAN_1578162430,0,0 days,111567.0
5436,2022-12-31,LOAN_1578173144,10,1 - 30,208223.0
5437,2022-12-31,LOAN_1578162559,0,0 days,14095.0
5438,2022-12-31,LOAN_1578160101,0,0 days,64606.0
5439,2023-03-31,LOAN_1650416152,0,0 days,24136.0
5440,2023-06-30,LOAN_1650416152,0,0 days,16412.0
5441,2023-03-31,LOAN_1647406419,0,0 days,43249.0
5442,2023-09-30,LOAN_1650416152,0,0 days,8354.0
5443,2022-12-31,LOAN_1650416152,0,0 days,31562.0
5444,2022-12-31,LOAN_1647406419,0,0 days,58324.0
5445,2023-03-31,LOAN_1618406153,0,0 days,9004.0
5446,2023-03-31,LOAN_1617755125,0,0 days,25252.0
5447,2022-12-31,LOAN_1617755125,0,0 days,61789.0
5448,2022-12-31,LOAN_1618406153,0,0 days,17651.0
5449,2023-03-31,LOAN_1624846148,0,0 days,9065.0
5450,2023-12-31,LOAN_1624846148,0,0 days,4322.0
5451,2023-09-30,LOAN_1624846148,0,0 days,6004.0
5452,2023-06-30,LOAN_1624846148,0,0 days,7582.0
5453,2022-12-31,LOAN_1624846148,0,0 days,10470.0
5454,2023-03-31,LOAN_1610606421,0,0 days,78100.0
5455,2023-06-30,LOAN_1610606421,0,0 days,57321.0
5456,2023-09-30,LOAN_1610606421,0,0 days,35694.0
5457,2023-12-31,LOAN_1610606421,10,1 - 30,16249.0
5458,2022-12-31,LOAN_1610606421,0,0 days,98136.0
5459,2023-09-30,LOAN_1695908392,0,0 days,535063.0
5460,2023-06-30,LOAN_1695908392,0,0 days,568508.0
5461,2023-03-31,LOAN_1695908392,0,0 days,600721.0
5462,2023-12-31,LOAN_1695908392,0,0 days,500137.0
5463,2022-12-31,LOAN_1695908392,0,0 days,632228.0
