pp,REPORT_DATE,CONTRACT_ID,DAY_PAST_DUE,DPD_GROUP,AMT_PRINCIPAL
9159,30.06.2023,LOAN_2000306410,0,0 days,"606,260"
9160,30.06.2023,LOAN_2048929125,0,0 days,"297,046"
9161,30.06.2023,LOAN_2007929079,0,0 days,"537,367"
9162,30.06.2023,LOAN_2042786146,0,0 days,"157,223"
9163,30.06.2023,LOAN_2071277125,0,0 days,"250,000"
9164,30.06.2023,LOAN_2007926149,0,0 days,"197,928"
9165,30.06.2023,LOAN_2029909004,0,0 days,"333,394"
9166,30.06.2023,LOAN_2009746151,13,1 - 30,"344,126"
9167,30.06.2023,LOAN_2007928398,0,0 days,"698,261"
9168,30.06.2023,LOAN_2010336146,0,0 days,"283,339"
9169,30.06.2023,LOAN_2065669125,0,0 days,"340,000"
9170,30.06.2023,LOAN_2026908728,0,0 days,"718,732"
9171,30.06.2023,LOAN_2063456151,0,0 days,"391,080"
9172,30.06.2023,LOAN_2067936253,0,0 days,"250,000"
9173,30.06.2023,LOAN_2033986151,0,0 days,"941,133"
9174,30.06.2023,LOAN_2026909310,0,0 days,"309,849"
9175,30.06.2023,LOAN_2067936758,0,0 days,"142,694"
9176,30.09.2023,LOAN_2033986151,0,0 days,"910,830"
9177,30.09.2023,LOAN_2075908991,0,0 days,"440,409"
9178,30.09.2023,LOAN_2038006369,0,0 days,"469,276"
9179,30.09.2023,LOAN_2026909310,0,0 days,"303,536"
9180,30.09.2023,LOAN_2050737125,0,0 days,"466,472"
9181,30.09.2023,LOAN_2009746151,75,61 - 90,"341,961"
9182,30.09.2023,LOAN_2007928398,0,0 days,"302,933"
9183,30.09.2023,LOAN_2007926149,0,0 days,"189,538"
9184,30.09.2023,LOAN_2112856148,0,0 days,"285,000"
9185,30.09.2023,LOAN_1987406150,0,0 days,"853,077"
9186,30.09.2023,LOAN_2007928476,0,0 days,"827,871"
9187,30.09.2023,LOAN_2078131882,0,0 days,"827,903"
9188,30.09.2023,LOAN_2007929079,0,0 days,"526,001"
9189,30.09.2023,LOAN_2097406433,0,0 days,"29,705"
9190,30.09.2023,LOAN_2078129696,0,0 days,"578,286"
9191,30.09.2023,LOAN_2071277125,0,0 days,"242,361"
9192,30.09.2023,LOAN_2048929125,0,0 days,"291,211"
9193,30.09.2023,LOAN_2075908428,0,0 days,"682,038"
9194,30.09.2023,LOAN_2078128963,0,0 days,"542,285"
9195,30.09.2023,LOAN_2078132934,0,0 days,"261,793"
9196,30.09.2023,LOAN_2026908728,0,0 days,"714,305"
9197,30.09.2023,LOAN_2063456151,0,0 days,"382,275"
9198,30.09.2023,LOAN_2010336146,0,0 days,"277,346"
9199,30.09.2023,LOAN_2067936253,0,0 days,"244,371"
9200,30.09.2023,LOAN_2075908887,0,0 days,"98,418"
9201,30.09.2023,LOAN_2000306410,0,0 days,"586,224"
9202,30.09.2023,LOAN_2083106388,0,0 days,"10,174"
9203,30.09.2023,LOAN_2078133703,0,0 days,"930,342"
9204,30.09.2023,LOAN_2029909004,0,0 days,"326,601"
9205,30.09.2023,LOAN_2065669125,48,31 - 60,"336,476"
9206,31.12.2023,LOAN_2038006369,0,0 days,"458,190"
9207,31.12.2023,LOAN_2078129831,0,0 days,"432,824"
9208,31.12.2023,LOAN_2007929079,0,0 days,"513,110"
9209,31.12.2023,LOAN_2078131882,0,0 days,"810,307"
9210,31.12.2023,LOAN_2000306349,0,0 days,"233,232"
9211,31.12.2023,LOAN_2083106389,0,0 days,"279,699"
9212,31.12.2023,LOAN_2075908428,0,0 days,"667,543"
9213,31.12.2023,LOAN_2062349125,0,0 days,"77,421"
9214,31.12.2023,LOAN_2078128963,0,0 days,"534,877"
9215,31.12.2023,LOAN_2026908728,0,0 days,"708,797"
9216,31.12.2023,LOAN_2078132849,0,0 days,"180,147"
9217,31.12.2023,LOAN_2048929125,0,0 days,"284,574"
9218,31.12.2023,LOAN_2067936253,0,0 days,"98,991"
9219,31.12.2023,LOAN_2078129999,0,0 days,"390,631"
9220,31.12.2023,LOAN_2007926149,0,0 days,"182,887"
9221,31.12.2023,LOAN_2078132063,0,0 days,"334,253"
9222,31.12.2023,LOAN_2044986154,0,0 days,"142,287"
9223,31.12.2023,LOAN_1987406150,0,0 days,"831,424"
9224,31.12.2023,LOAN_2000306410,0,0 days,"92,364"
9225,31.12.2023,LOAN_2067935413,0,0 days,"935,236"
9226,31.12.2023,LOAN_2010336146,0,0 days,"270,549"
9227,31.12.2023,LOAN_2018006419,0,0 days,"96,020"
9228,31.12.2023,LOAN_2078132474,0,0 days,"471,855"
9229,31.12.2023,LOAN_2078133703,0,0 days,"823,688"
9230,30.06.2023,LOAN_1987406150,0,0 days,"872,197"
9231,30.06.2023,LOAN_2067935413,0,0 days,"998,203"
9232,30.06.2023,LOAN_2018006419,0,0 days,"100,559"
9233,30.06.2023,LOAN_2050737125,0,0 days,"653,548"
9234,30.06.2023,LOAN_2044986154,0,0 days,"148,523"
9235,30.06.2023,LOAN_2007928476,0,0 days,"965,350"
9236,30.06.2023,LOAN_2000306349,0,0 days,"244,258"
9237,30.06.2023,LOAN_2062349125,0,0 days,"80,988"
9238,31.03.2023,LOAN_2007929090,0,0 days,"40,000"
9239,31.03.2023,LOAN_2000306410,0,0 days,"806,061"
9240,31.03.2023,LOAN_2000306349,0,0 days,"250,000"
9241,31.03.2023,LOAN_2007928476,0,0 days,"998,203"
9242,31.03.2023,LOAN_1985206439,0,0 days,"197,726"
9243,30.09.2023,LOAN_2062349125,0,0 days,"79,164"
9244,30.09.2023,LOAN_2078132474,0,0 days,"489,751"
9245,30.09.2023,LOAN_2078132849,0,0 days,"216,520"
9246,30.09.2023,LOAN_2000306349,0,0 days,"239,091"
9247,30.09.2023,LOAN_2083106389,0,0 days,"289,143"
9248,30.09.2023,LOAN_2067935413,0,0 days,"967,703"
9249,30.09.2023,LOAN_2078132063,0,0 days,"341,511"
9250,30.09.2023,LOAN_2044986154,0,0 days,"145,606"
9251,30.09.2023,LOAN_2018006419,0,0 days,"98,432"
9252,30.09.2023,LOAN_2078128646,0,0 days,"988,373"
9253,30.09.2023,LOAN_2078129999,0,0 days,"403,820"
9254,30.09.2023,LOAN_2078128478,0,0 days,"138,123"
9255,30.09.2023,LOAN_2078129831,0,0 days,"442,223"
9256,31.12.2023,LOAN_2050737125,0,0 days,"455,842"
9257,31.12.2023,LOAN_2078132934,0,0 days,"256,228"
9258,31.12.2023,LOAN_2007928398,0,0 days,"265,896"
9259,31.12.2023,LOAN_2078128478,0,0 days,"135,187"
9260,31.12.2023,LOAN_2078129696,0,0 days,"559,399"
9261,31.12.2023,LOAN_2029909004,0,0 days,"318,885"
9262,31.12.2023,LOAN_2071277125,0,0 days,"234,230"
9263,31.12.2023,LOAN_2112856148,0,0 days,"278,335"
9264,31.12.2023,LOAN_2097406433,0,0 days,"28,760"
9265,31.12.2023,LOAN_2007928476,0,0 days,"776,682"
9266,31.12.2023,LOAN_2026909310,0,0 days,"296,365"
9267,31.12.2023,LOAN_2083106388,0,0 days,"9,958"
9268,31.12.2023,LOAN_2033986151,0,0 days,"878,600"
9269,31.03.2023,LOAN_2007929509,0,0 days,"196,326"
9270,30.06.2023,LOAN_2063998125,0,0 days,"400,000"
9271,30.06.2023,LOAN_2010329125,0,0 days,"180,934"
9272,30.06.2023,LOAN_2007929509,0,0 days,"177,610"
9273,30.06.2023,LOAN_2031144125,0,0 days,"313,414"
9274,30.09.2023,LOAN_2007929509,0,0 days,"158,392"
9275,30.09.2023,LOAN_2075908618,0,0 days,"148,839"
9276,30.09.2023,LOAN_2078130748,0,0 days,"87,630"
9277,30.09.2023,LOAN_2065096152,0,0 days,"269,788"
9278,30.09.2023,LOAN_2078132290,0,0 days,"139,616"
9279,30.09.2023,LOAN_2085886150,0,0 days,"52,365"
9280,30.09.2023,LOAN_2081986151,0,0 days,"197,564"
9281,31.12.2023,LOAN_2081986151,0,0 days,"184,379"
9282,31.12.2023,LOAN_2078132815,0,0 days,"310,891"
9283,31.12.2023,LOAN_2078129494,0,0 days,"44,533"
9284,31.12.2023,LOAN_2078132290,0,0 days,"123,265"
9285,31.12.2023,LOAN_2007929509,0,0 days,"137,295"
9286,31.12.2023,LOAN_2065096152,0,0 days,"236,413"
9287,31.12.2023,LOAN_2010329125,0,0 days,"139,865"
9288,30.06.2023,LOAN_2065096152,0,0 days,"301,500"
9289,31.03.2023,LOAN_2010329125,0,0 days,"200,000"
9290,30.09.2023,LOAN_2010329125,0,0 days,"161,356"
9291,30.09.2023,LOAN_2078132815,0,0 days,"346,355"
9292,30.09.2023,LOAN_2078129494,0,0 days,"49,613"
9293,31.12.2023,LOAN_2075908618,0,0 days,"133,599"
9294,31.12.2023,LOAN_2085886150,0,0 days,"47,003"
9295,31.12.2023,LOAN_2078130748,0,0 days,"78,657"
9296,31.12.2023,LOAN_2163406414,0,0 days,"87,656"
9297,31.12.2023,LOAN_2181406381,0,0 days,"90,573"
9298,31.03.2023,LOAN_1578157043,2,1 - 30,"41,728"
9299,30.06.2023,LOAN_1578157043,1,1 - 30,"28,574"
9300,30.09.2023,LOAN_1578157692,0,0 days,"338,735"
9301,30.09.2023,LOAN_1578157043,0,0 days,"10,021"
9302,31.12.2023,LOAN_1578157692,0,0 days,"318,524"
9303,30.06.2023,LOAN_1578157692,0,0 days,"357,801"
9304,31.03.2023,LOAN_1578157692,0,0 days,"375,941"
9305,31.12.2022,LOAN_1578157692,0,0 days,"393,593"
9306,31.12.2022,LOAN_1578157043,0,0 days,"50,161"
9307,31.03.2023,LOAN_1578158846,0,0 days,"10,095"
9308,30.06.2023,LOAN_1578158846,0,0 days,"6,492"
9309,30.09.2023,LOAN_1578158846,0,0 days,"2,667"
9310,31.12.2022,LOAN_1578158846,0,0 days,"13,501"
9311,31.03.2023,LOAN_1978221010,0,0 days,"929,341"
9312,30.06.2023,LOAN_1978221010,0,0 days,"885,493"
9313,30.09.2023,LOAN_1978221010,0,0 days,"839,737"
9314,31.12.2023,LOAN_1978221010,0,0 days,"791,631"
9315,30.09.2023,LOAN_1907909083,0,0 days,"516,878"
9316,30.06.2023,LOAN_1907909083,0,0 days,"555,031"
9317,31.03.2023,LOAN_1901506365,0,0 days,"142,164"
9318,31.03.2023,LOAN_1891908811,0,0 days,"214,511"
9319,31.03.2023,LOAN_1907909083,0,0 days,"592,658"
9320,31.12.2023,LOAN_1907909083,0,0 days,"478,119"
9321,31.12.2022,LOAN_1901506365,0,0 days,"151,342"
9322,31.12.2022,LOAN_1907909083,0,0 days,"629,850"
9323,31.12.2022,LOAN_1891908811,0,0 days,"228,730"
9324,30.06.2023,LOAN_1901502125,0,0 days,"181,070"
9325,30.09.2023,LOAN_1901502125,0,0 days,"168,273"
9326,31.12.2023,LOAN_1901502125,0,0 days,"155,274"
9327,31.03.2023,LOAN_1901502125,0,0 days,"193,690"
9328,31.12.2022,LOAN_1901502125,0,0 days,"206,195"
9329,31.12.2022,LOAN_1903756147,0,0 days,"412,240"
9330,30.09.2023,LOAN_2085336149,5,1 - 30,"30,442"
9331,31.12.2023,LOAN_2085336149,0,0 days,"23,445"
9332,30.09.2023,LOAN_2078131332,0,0 days,"3,481"
9333,30.09.2023,LOAN_2078129066,0,0 days,"13,188"
9334,30.09.2023,LOAN_2075909131,0,0 days,"14,739"
9335,30.09.2023,LOAN_2097946147,0,0 days,"27,474"
9336,30.09.2023,LOAN_2078131064,26,1 - 30,"33,390"
9337,30.09.2023,LOAN_2090813125,0,0 days,"34,527"
9338,31.12.2023,LOAN_2090813125,4,1 - 30,"26,965"
9339,30.09.2023,LOAN_2078129928,0,0 days,"50,018"
9340,31.12.2023,LOAN_2084216146,0,0 days,"54,609"
9341,30.09.2023,LOAN_2078128984,55,31 - 60,"99,960"
9342,30.09.2023,LOAN_2084216146,0,0 days,"82,902"
9343,30.06.2023,LOAN_2067938322,0,0 days,"13,000"
9344,30.09.2023,LOAN_2067938322,0,0 days,"9,997"
9345,31.12.2023,LOAN_2067938322,0,0 days,"6,607"
9346,30.09.2023,LOAN_2125006412,0,0 days,"464,326"
9347,31.12.2023,LOAN_2125006412,0,0 days,"446,537"
9348,31.12.2023,LOAN_2143831125,0,0 days,"973,478"
9349,30.09.2023,LOAN_1987405125,0,0 days,"708,310"
9350,31.12.2023,LOAN_1987405125,0,0 days,"683,200"
9351,30.06.2023,LOAN_1987405125,0,0 days,"745,719"
9352,31.03.2023,LOAN_1987405125,0,0 days,"782,854"
9353,31.03.2023,LOAN_1780047125,0,0 days,"25,004"
9354,31.03.2023,LOAN_1781084987,0,0 days,"4,074"
9355,31.03.2023,LOAN_1780851343,0,0 days,"3,730"
9356,31.12.2022,LOAN_1780851343,0,0 days,"14,141"
9357,31.12.2022,LOAN_1764306413,58,31 - 60,"65,658"
9358,31.12.2022,LOAN_1781084987,0,0 days,"7,942"
9359,31.12.2022,LOAN_1780047125,0,0 days,"48,740"
9360,31.03.2023,LOAN_1780585968,0,0 days,"882,608"
9361,30.06.2023,LOAN_1780585968,0,0 days,"843,855"
9362,31.12.2022,LOAN_1780585968,0,0 days,"920,757"
9363,31.03.2023,LOAN_1780853147,0,0 days,"394,050"
9364,31.03.2023,LOAN_1780584867,0,0 days,"140,913"
9365,30.06.2023,LOAN_1780851156,0,0 days,"276,045"
9366,31.12.2023,LOAN_1780853147,0,0 days,"331,488"
9367,30.06.2023,LOAN_1781090587,0,0 days,"501,516"
9368,30.06.2023,LOAN_1780853147,0,0 days,"373,908"
9369,31.03.2023,LOAN_1781090587,0,0 days,"529,344"
9370,31.03.2023,LOAN_1780851156,0,0 days,"291,362"
9371,30.09.2023,LOAN_1780853147,0,0 days,"353,100"
9372,31.12.2022,LOAN_1780851156,0,0 days,"306,392"
9373,31.12.2022,LOAN_1781090587,0,0 days,"556,650"
9374,31.12.2022,LOAN_1780853147,0,0 days,"413,822"
9375,31.12.2022,LOAN_1780584867,0,0 days,"153,669"
9376,31.03.2023,LOAN_1781092303,0,0 days,"83,670"
9377,31.03.2023,LOAN_1794986147,10,1 - 30,"104,796"
9378,31.03.2023,LOAN_1780855818,0,0 days,"80,323"
9379,31.03.2023,LOAN_1753206401,0,0 days,"38,269"
9380,30.06.2023,LOAN_1781078619,0,0 days,"159,825"
9381,30.06.2023,LOAN_1780575631,0,0 days,"65,564"
9382,30.06.2023,LOAN_1780584821,0,0 days,"63,930"
9383,30.06.2023,LOAN_1780583310,0,0 days,"100,780"
9384,30.06.2023,LOAN_1780319282,0,0 days,"145,041"
9385,30.09.2023,LOAN_1780845826,0,0 days,"82,028"
9386,30.09.2023,LOAN_1781078619,0,0 days,"151,904"
9387,30.09.2023,LOAN_1780583310,0,0 days,"95,785"
9388,30.09.2023,LOAN_1780584587,0,0 days,"85,826"
9389,30.09.2023,LOAN_1780319282,0,0 days,"137,853"
9390,30.09.2023,LOAN_1780855818,0,0 days,"72,914"
9391,31.12.2023,LOAN_1780845826,0,0 days,"77,476"
9392,31.12.2023,LOAN_1780575631,0,0 days,"58,855"
9393,31.12.2023,LOAN_1780855818,0,0 days,"68,868"
9394,31.12.2023,LOAN_1753206401,0,0 days,"25,820"
9395,31.12.2023,LOAN_1780584587,0,0 days,"81,063"
9396,30.06.2023,LOAN_1780845826,0,0 days,"86,306"
9397,30.06.2023,LOAN_1753206401,0,0 days,"35,732"
9398,30.06.2023,LOAN_1780855818,0,0 days,"76,716"
9399,30.06.2023,LOAN_1780584587,0,0 days,"90,301"
9400,31.03.2023,LOAN_1780584587,0,0 days,"94,547"
9401,31.03.2023,LOAN_1780319282,0,0 days,"151,861"
9402,31.03.2023,LOAN_1780845826,0,0 days,"90,364"
9403,31.03.2023,LOAN_1780585811,0,0 days,"75,303"
9404,31.03.2023,LOAN_1781078619,0,0 days,"167,340"
9405,31.03.2023,LOAN_1780583310,0,0 days,"105,519"
9406,31.03.2023,LOAN_1780573576,0,0 days,"83,670"
9407,31.03.2023,LOAN_1780584821,0,0 days,"66,936"
9408,31.03.2023,LOAN_1780575631,0,0 days,"68,647"
9409,30.09.2023,LOAN_1753206401,0,0 days,"32,608"
9410,30.09.2023,LOAN_1780575631,0,0 days,"62,314"
9411,30.09.2023,LOAN_1780584821,0,0 days,"60,762"
9412,31.12.2023,LOAN_1781078619,0,0 days,"143,475"
9413,31.12.2023,LOAN_1780584821,0,0 days,"57,390"
9414,31.12.2023,LOAN_1780583310,0,0 days,"90,470"
9415,31.12.2023,LOAN_1780319282,0,0 days,"130,203"
9416,31.12.2022,LOAN_1780855818,0,0 days,"83,834"
9417,31.12.2022,LOAN_1780573576,0,0 days,"87,327"
9418,31.12.2022,LOAN_1780585811,0,0 days,"78,595"
9419,31.12.2022,LOAN_1780583310,0,0 days,"110,131"
9420,31.12.2022,LOAN_1780575631,0,0 days,"71,648"
9421,31.12.2022,LOAN_1794986147,0,0 days,"107,479"
9422,31.12.2022,LOAN_1753206401,0,0 days,"40,052"
9423,31.12.2022,LOAN_1781078619,0,0 days,"174,655"
9424,31.12.2022,LOAN_1780584821,0,0 days,"69,862"
9425,31.12.2022,LOAN_1780845826,0,0 days,"94,314"
9426,31.12.2022,LOAN_1780584587,0,0 days,"98,680"
9427,31.12.2022,LOAN_1753206375,0,0 days,"65,346"
9428,31.12.2022,LOAN_1781092303,0,0 days,"87,327"
9429,31.12.2022,LOAN_1780319282,0,0 days,"158,499"
9430,30.06.2023,LOAN_1741906375,0,0 days,"75,819"
9431,30.09.2023,LOAN_1741906375,0,0 days,"70,341"
9432,31.03.2023,LOAN_1741906375,0,0 days,"81,217"
9433,31.12.2023,LOAN_1741906375,0,0 days,"64,770"
9434,31.12.2022,LOAN_1741906375,0,0 days,"86,561"
9435,31.03.2023,LOAN_1739897125,0,0 days,"59,811"
9436,30.09.2023,LOAN_1739897125,0,0 days,"47,679"
9437,30.06.2023,LOAN_1739897125,0,0 days,"53,790"
9438,31.12.2022,LOAN_1739897125,0,0 days,"65,763"
9439,31.03.2023,LOAN_1780323469,0,0 days,"303,101"
9440,31.03.2023,LOAN_1780575788,0,0 days,"450,773"
9441,31.03.2023,LOAN_1780843529,0,0 days,"865,723"
9442,31.03.2023,LOAN_1780584183,0,0 days,"953,717"
9443,31.03.2023,LOAN_1781083854,0,0 days,"249,072"
9444,31.03.2023,LOAN_1780574493,0,0 days,"458,453"
9445,31.03.2023,LOAN_1780579846,0,0 days,"326,334"
9446,31.03.2023,LOAN_1780578813,0,0 days,"534,830"
9447,31.03.2023,LOAN_1780583768,0,0 days,"274,029"
9448,31.03.2023,LOAN_1781081673,0,0 days,"1,657,372"
9449,31.03.2023,LOAN_1780574117,0,0 days,"500,167"
9450,31.03.2023,LOAN_1780323919,0,0 days,"294,579"
9451,31.03.2023,LOAN_1780581537,0,0 days,"416,356"
9452,31.03.2023,LOAN_1780851873,0,0 days,"320,454"
9453,31.03.2023,LOAN_1761784125,0,0 days,"793,112"
9454,31.03.2023,LOAN_1780328363,0,0 days,"260,086"
9455,31.03.2023,LOAN_1781079150,0,0 days,"599,200"
9456,31.03.2023,LOAN_1780839368,0,0 days,"627,119"
9457,31.03.2023,LOAN_1749136150,0,0 days,"374,502"
9458,31.03.2023,LOAN_1780329684,0,0 days,"373,124"
9459,31.03.2023,LOAN_1780319694,0,0 days,"600,200"
9460,31.03.2023,LOAN_1780848604,0,0 days,"519,870"
9461,31.03.2023,LOAN_1780325487,0,0 days,"170,488"
9462,31.03.2023,LOAN_1758506146,0,0 days,"531,494"
9463,31.03.2023,LOAN_1780321095,0,0 days,"520,230"
9464,31.03.2023,LOAN_1780328436,0,0 days,"400,133"
9465,31.03.2023,LOAN_1780325354,0,0 days,"268,089"
9466,31.03.2023,LOAN_1780573151,0,0 days,"322,107"
9467,31.03.2023,LOAN_1767806416,0,0 days,"780,306"
9468,31.03.2023,LOAN_1780577392,0,0 days,"327,110"
9469,31.03.2023,LOAN_1780574551,0,0 days,"859,568"
9470,31.03.2023,LOAN_1780844607,0,0 days,"470,157"
9471,31.03.2023,LOAN_1780847540,0,0 days,"579,325"
9472,31.03.2023,LOAN_1780576172,67,61 - 90,"513,577"
9473,31.03.2023,LOAN_1780847052,122,121 - 150,"954,749"
9474,31.03.2023,LOAN_1780323331,0,0 days,"587,296"
9475,31.03.2023,LOAN_1780319258,0,0 days,"430,207"
9476,31.03.2023,LOAN_1780842397,0,0 days,"545,182"
9477,31.03.2023,LOAN_1780851471,0,0 days,"561,357"
9478,31.03.2023,LOAN_1780838306,0,0 days,"794,935"
9479,31.03.2023,LOAN_1780848733,0,0 days,"531,851"
9480,31.03.2023,LOAN_1780325821,0,0 days,"318,513"
9481,31.03.2023,LOAN_1777573125,0,0 days,"301,597"
9482,31.03.2023,LOAN_1781083677,0,0 days,"695,257"
9483,31.03.2023,LOAN_1772216147,0,0 days,"450,946"
9484,31.03.2023,LOAN_1780573997,0,0 days,"692,270"
9485,31.03.2023,LOAN_1780585137,0,0 days,"432,581"
9486,31.03.2023,LOAN_1780573014,0,0 days,"695,165"
9487,31.03.2023,LOAN_1780844749,0,0 days,"614,974"
9488,31.03.2023,LOAN_1780576250,0,0 days,"562,434"
9489,31.03.2023,LOAN_1780841303,0,0 days,"525,209"
9490,31.03.2023,LOAN_1780579739,9,1 - 30,"732,398"
9491,31.03.2023,LOAN_1780324939,0,0 days,"506,332"
9492,31.03.2023,LOAN_1780838797,0,0 days,"816,448"
9493,31.03.2023,LOAN_1780850604,0,0 days,"515,513"
9494,30.06.2023,LOAN_1780575788,0,0 days,"423,755"
9495,30.06.2023,LOAN_1780579739,69,61 - 90,"720,267"
9496,30.06.2023,LOAN_1780329684,0,0 days,"350,760"
9497,30.06.2023,LOAN_1780848604,0,0 days,"493,837"
9498,30.06.2023,LOAN_1780851471,0,0 days,"528,523"
9499,30.06.2023,LOAN_1780320045,0,0 days,"338,135"
9500,30.06.2023,LOAN_1780574062,0,0 days,"722,209"
9501,30.06.2023,LOAN_1780582359,0,0 days,"682,096"
9502,30.06.2023,LOAN_1780573151,0,0 days,"302,801"
9503,30.06.2023,LOAN_1780582692,0,0 days,"353,238"
9504,30.06.2023,LOAN_1780856222,0,0 days,"436,105"
9505,30.06.2023,LOAN_1780327811,0,0 days,"642,841"
9506,30.06.2023,LOAN_1780583768,0,0 days,"257,605"
9507,30.06.2023,LOAN_1780585137,0,0 days,"406,654"
9508,30.06.2023,LOAN_1780850604,0,0 days,"499,698"
9509,30.06.2023,LOAN_1780574117,0,0 days,"480,205"
9510,30.06.2023,LOAN_1780854522,0,0 days,"414,567"
9511,30.06.2023,LOAN_1780319760,0,0 days,"696,604"
9512,30.06.2023,LOAN_1780578813,0,0 days,"504,770"
9513,30.06.2023,LOAN_1781079150,0,0 days,"563,286"
9514,30.06.2023,LOAN_1780846679,0,0 days,"342,297"
9515,30.06.2023,LOAN_1780317683,0,0 days,"461,444"
9516,30.06.2023,LOAN_1781083854,0,0 days,"234,506"
9517,30.06.2023,LOAN_1780581136,0,0 days,"435,791"
9518,30.06.2023,LOAN_1772216147,0,0 days,"423,228"
9519,30.06.2023,LOAN_1780578372,0,0 days,"524,130"
9520,30.06.2023,LOAN_1780573997,0,0 days,"650,775"
9521,30.06.2023,LOAN_1780839368,0,0 days,"590,701"
9522,30.06.2023,LOAN_1780581537,0,0 days,"391,407"
9523,30.06.2023,LOAN_1780851196,0,0 days,"513,418"
9524,30.06.2023,LOAN_1780841303,0,0 days,"497,377"
9525,30.06.2023,LOAN_1780848308,0,0 days,"422,323"
9526,30.06.2023,LOAN_1780574493,14,1 - 30,"443,526"
9527,30.06.2023,LOAN_1781081673,66,61 - 90,"1,650,056"
9528,30.06.2023,LOAN_1780323457,0,0 days,"655,262"
9529,30.06.2023,LOAN_1780328363,0,0 days,"244,498"
9530,30.06.2023,LOAN_1780847052,213,180+,"954,749"
9531,30.06.2023,LOAN_1780579846,0,0 days,"306,775"
9532,30.06.2023,LOAN_1758506146,0,0 days,"497,985"
9533,30.06.2023,LOAN_1781083570,0,0 days,"616,694"
9534,30.06.2023,LOAN_1778118125,0,0 days,"414,695"
9535,30.06.2023,LOAN_1781093653,0,0 days,"253,592"
9536,30.06.2023,LOAN_1780325487,0,0 days,"160,268"
9537,30.06.2023,LOAN_1780579616,0,0 days,"437,957"
9538,30.06.2023,LOAN_1780323537,0,0 days,"475,830"
9539,30.06.2023,LOAN_1780579013,0,0 days,"423,362"
9540,30.06.2023,LOAN_1780845216,0,0 days,"627,796"
9541,30.06.2023,LOAN_1780844749,0,0 days,"586,850"
9542,30.06.2023,LOAN_1780845313,0,0 days,"260,111"
9543,30.06.2023,LOAN_1780319258,0,0 days,"408,754"
9544,30.06.2023,LOAN_1780584183,0,0 days,"896,554"
9545,30.06.2023,LOAN_1780839694,0,0 days,"158,093"
9546,30.06.2023,LOAN_1780328436,0,0 days,"376,151"
9547,30.06.2023,LOAN_1780850405,0,0 days,"330,451"
9548,30.06.2023,LOAN_1780323469,0,0 days,"284,934"
9549,30.06.2023,LOAN_1780323919,0,0 days,"276,923"
9550,30.06.2023,LOAN_1780841070,0,0 days,"547,922"
9551,30.06.2023,LOAN_1780579558,7,1 - 30,"824,148"
9552,30.06.2023,LOAN_1780842465,0,0 days,"500,851"
9553,30.06.2023,LOAN_1780578615,0,0 days,"683,121"
9554,30.06.2023,LOAN_1781091745,5,1 - 30,"369,208"
9555,30.09.2023,LOAN_1780575788,0,0 days,"396,331"
9556,30.09.2023,LOAN_1780585137,0,0 days,"380,337"
9557,30.09.2023,LOAN_1780325821,0,0 days,"292,593"
9558,30.09.2023,LOAN_1780574117,0,0 days,"477,330"
9559,30.09.2023,LOAN_1780844607,0,0 days,"413,374"
9560,30.09.2023,LOAN_1780328436,0,0 days,"351,808"
9561,30.09.2023,LOAN_1780573151,0,0 days,"283,205"
9562,30.09.2023,LOAN_1780582692,0,0 days,"329,265"
9563,30.09.2023,LOAN_1780580919,0,0 days,"717,035"
9564,30.09.2023,LOAN_1780856222,0,0 days,"407,883"
9565,30.09.2023,LOAN_1780841070,0,0 days,"512,463"
9566,30.09.2023,LOAN_1780579616,0,0 days,"409,614"
9567,30.09.2023,LOAN_1780850604,0,0 days,"483,645"
9568,30.09.2023,LOAN_1780574062,0,0 days,"675,471"
9569,30.09.2023,LOAN_1780848364,0,0 days,"892,115"
9570,30.09.2023,LOAN_1781083570,0,0 days,"576,785"
9571,30.09.2023,LOAN_1780845752,0,0 days,"210,205"
9572,30.09.2023,LOAN_1780584183,0,0 days,"838,533"
9573,30.09.2023,LOAN_1780329684,0,0 days,"328,061"
9574,30.09.2023,LOAN_1780854522,0,0 days,"387,738"
9575,30.09.2023,LOAN_1778118125,0,0 days,"387,868"
9576,30.09.2023,LOAN_1781083677,0,0 days,"614,322"
9577,30.09.2023,LOAN_1780848308,0,0 days,"394,992"
9578,30.09.2023,LOAN_1780317683,0,0 days,"438,589"
9579,30.09.2023,LOAN_1780325487,0,0 days,"149,894"
9580,30.09.2023,LOAN_1780579558,7,1 - 30,"810,516"
9581,30.09.2023,LOAN_1780323537,0,0 days,"445,037"
9582,30.09.2023,LOAN_1780841303,0,0 days,"469,128"
9583,30.09.2023,LOAN_1780323457,0,0 days,"612,857"
9584,30.09.2023,LOAN_1780574493,14,1 - 30,"413,466"
9585,30.09.2023,LOAN_1780844749,0,0 days,"552,379"
9586,30.09.2023,LOAN_1780847052,305,180+,"954,749"
9587,30.09.2023,LOAN_1780579846,0,0 days,"286,922"
9588,30.09.2023,LOAN_1778106424,0,0 days,"667,556"
9589,30.09.2023,LOAN_1780578813,0,0 days,"474,259"
9590,30.09.2023,LOAN_1780578615,0,0 days,"643,123"
9591,30.09.2023,LOAN_1781089054,0,0 days,"254,119"
9592,30.09.2023,LOAN_1781079150,0,0 days,"526,832"
